Ticker,Name,Exchange,Last Trade Date
CHKP,Check Point Software Technologies Ltd.,NASDAQ,2015-11-20
CHKR,Chesapeake Granite Wash Trust,NYSE,2015-11-20
CHL,China Mobile Limited ADR Sponsored,NYSE,2015-11-20
CHLN,China Housing & Land Development Inc,NASDAQ,2015-11-20
CHMA,Chiasma Inc,NASDAQ,2015-11-20
CHMG,Chemung Financial Corp.,NASDAQ,2015-11-20
CHMI,Cherry Hill Mortgage Investment,NYSE,2015-11-20
CHMT,Chemtura Corp,NYSE,2015-11-20
CHN,The China Fund Inc.,NYSE,2015-11-20
CHNA,PowerShares China A-Share ETF,NYSE Arca,2015-11-20
CHNB,Global X Funds Global X GF China Bd ETF,NYSE Arca,2015-11-18
CHNR,China Natural Resources Inc,NASDAQ,2015-11-20
CHOC,iPath Pure Beta Cocoa ETN,NYSE Arca,2015-11-20
CHOP,China Gerui Advanced Materials Group Ltd.,NASDAQ,2015-11-20
CHRS,Coherus BioSciences Inc,NASDAQ,2015-11-20
CHRW,Robinson (C.H.) Worldwide Inc.,NASDAQ,2015-11-20
CHS,Chicos Fas Inc.,NYSE,2015-11-20
CHSCL,CHS Inc,NASDAQ,2015-11-20
CHSCM,CHS Inc Red Pfd Ser 3 Cl B 6.75%,NASDAQ,2015-11-20
CHSCN,CHS Inc Pfd Cl B Ser 2 Reset Rate,NASDAQ,2015-11-20
CHSCO,CHS Inc Pfd Cl B,NASDAQ,2015-11-20
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,NASDAQ,2015-11-20
CHSP,Chesapeake Lodging Trust,NYSE,2015-11-20
CHSP.P.A,Chesapeake Lodging Trust Pfd.,NYSE,2015-11-20
CHT,Chunghwa Telecom Co. Ltd. ADS,NYSE,2015-11-20
CHTR,Charter Communications Inc.,NASDAQ,2015-11-20
CHU,China Unicom (Hong Kong) Ltd ADR (Sponsored),NYSE,2015-11-20
CHUY,Chuy's Holdings Inc.,NASDAQ,2015-11-20
CHW,Chesswood Group Ltd,NASDAQ,2015-11-20
CHY,Calamos Convertible & High Income Fund Com,NASDAQ,2015-11-20
CI,Cigna Corp,NYSE,2015-11-20
CIA,Citizens Inc. Cl A,NYSE,2015-11-20
CIB,BanColombia S.A. ADR (Sponsored) repr 4 pref shs,NYSE,2015-11-20
CIBR,First Trust NASDAQ CEA Cybersecurity ETF,NASDAQ,2015-11-20
CID,Compass EMP International High Dividend 100 Volati,NASDAQ,2015-11-20
CIDM,Cinedigm Digital Cinema Corp,NASDAQ,2015-11-20
CIE,Cobalt International Energy,NYSE,2015-11-20
CIEN,CIENA CORP,NYSE,2015-11-20
CIF,MFS® Intermediate High Income Common,NYSE,2015-11-20
CIFC,CIFC Corp,NASDAQ,2015-11-20
CIG,Cia Energetica De Minas Gerais Cemig ADR (Sponsored) repr non vtg pfd,NYSE,2015-11-20
CIG.C,Companhia Energetica de Minas Gerais-Cemig ADS,NYSE,2015-11-20
CIGI,CIGI,NASDAQ,2015-11-20
CII,BlackRock Enhanced Cap & Inc Common,NYSE,2015-11-20
CIK,Credit Suisse Asset Mgmt Income Fund Inc,NYSE MKT,2015-11-20
CIL,Compass EMP International 500 Volatility Weighted,NASDAQ,2015-11-20
CIM,Chimera Investment,NYSE,2015-11-20
CINF,Cincinnati Financial Corp.,NASDAQ,2015-11-20
CINR,Ciner Resources LP,NYSE,2015-11-20
CIO,City Office REIT Inc,NYSE,2015-11-20
CIR,Circor International Inc,NYSE,2015-11-20
CISG,CNinsure Inc.,NASDAQ,2015-11-20
CIT,"CIT Group, Inc.",NYSE,2015-11-20
CIU,iShares Intermediate Credit Bond,NYSE Arca,2015-11-20
CIVB,Civista Bancshares Inc,NASDAQ,2015-11-20
CIVBP,CIVBP,NASDAQ,2015-11-17
CIVI,Civitas Solutions Inc,NYSE,2015-11-20
CIX,CompX International,NYSE MKT,2015-11-20
CIZ,Compass EMP International 500 Enhanced Volatility,NASDAQ,2015-11-20
CIZN,Citizens Holding Co,NASDAQ,2015-11-20
CJES,C&J Energy Services Ltd,NYSE,2015-11-20
CJJD,China Jo-Jo Drugstores Inc.,NASDAQ,2015-11-20
CJNK,CJNK,NYSE Arca,2015-11-20
CKEC,Carmike Cinemas Inc.,NASDAQ,2015-11-20
CKH,SEACOR Holdings Inc.,NYSE,2015-11-20
CKP,Checkpoint Systems Inc,NYSE,2015-11-20
CKX,CKX Lands,NYSE MKT,2015-11-19
CL,Colgate-Palmolive Co.,NYSE,2015-11-20
CLA,Capitala Finance Corp 7.125% Sr Nt 06/16/2021,NYSE,2015-11-20
CLACU,Capitol Acquisition Corp II Unit 1 Com & 1/2 Wt Exp 16,NASDAQ,2015-11-20
CLAW,Direxion Daily Hmbldrs&Supls Bear 3X ETF,NYSE Arca,2015-11-20
CLB,Core Laboratories N.V. (Netherlands),NYSE,2015-11-20
CLBH,Carolina Bank Holdings Inc.,NASDAQ,2015-11-20
CLBS,Caladrius Biosciences Inc.,NASDAQ,2015-11-20
CLC,Clarcor Inc.,NYSE,2015-11-20
CLCD,CoLucid Pharmaceuticals Inc,NASDAQ,2015-11-20
CLCT,Collectors Universe Inc,NASDAQ,2015-11-20
CLD,Cloud Peak Energy Inc,NYSE,2015-11-20
CLDN,Celladon Corp,NASDAQ,2015-11-20
CLDT,Chatham Lodging Trust,NYSE,2015-11-20
CLDX,Celldex Therapeutics Inc.,NASDAQ,2015-11-20
CLF,Cliffs Natural Resources Inc.,NYSE,2015-11-20
CLFD,Clearfield Inc.,NASDAQ,2015-11-20
CLGX,CoreLogic,NYSE,2015-11-20
CLH,Clean Harbors Inc.,NYSE,2015-11-20
CLI,Mack Cali Realty Corp,NYSE,2015-11-20
CLIR,ClearSign Combustion Corporation,NASDAQ,2015-11-20
CLLS,Cellectis SA Romainville ADS (Sponsored),NASDAQ,2015-11-20
CLM,Cornerstone Strategic Value Fund Inc.,NYSE MKT,2015-11-20
CLMS,Calamos Asset Management Inc,NASDAQ,2015-11-20
CLMT,Calumet Specialty Product Partners LP,NASDAQ,2015-11-20
CLNE,Clean Energy Fuels Corp.,NASDAQ,2015-11-20
CLNT,Cleantech Solutions International Inc.,NASDAQ,2015-11-20
CLNY,Colony Capital Inc,NYSE,2015-11-20
CLNY.P.A,Colony Capital Inc 8.50% Ser A Cum Red Perp Pfd,NYSE,2015-11-20
CLNY.P.B,Colony Capital Inc 7.50% Ser B Cum Red Perp Pfd,NYSE,2015-11-20
CLNY.P.C,Colony Capital Inc 7.125% Ser C Cum Red Perp Pfd,NYSE,2015-11-20
CLR,Continental Resources Inc.,NYSE,2015-11-20
CLRB,Cellectar Biosciences Inc,NASDAQ,2015-11-20
CLRBW,Cellectar Biosciences Inc Wt Exp 2019,NASDAQ,2015-11-17
CLRO,ClearOne Inc,NASDAQ,2015-11-20
CLS,Celestica Inc.,NYSE,2015-11-20
CLSN,Celsion Corp,NASDAQ,2015-11-20
CLUB,Town Sports International Holdings Inc,NASDAQ,2015-11-20
CLV,Cliffs Natural Resources Inc,NYSE,2015-11-20
CLVS,Clovis Oncology Inc.,NASDAQ,2015-11-20
CLW,Clearwater Paper,NYSE,2015-11-20
CLWT,Euro Tech Holdings Company Limited,NASDAQ,2015-11-20
CLX,Clorox Co.,NYSE,2015-11-20
CLY,iShares 10+ Year Credit Bond E,NYSE Arca,2015-11-20
CLYH,iShares U.S. ETF Trust Int Rate Hedged 10+ Yr Cr Bd ETF,NYSE Arca,2015-10-29
CM,Canadian Imperial Bank of Commerce,NYSE,2015-11-20
CMA,Comerica Inc.,NYSE,2015-11-20
CMA.WS,Comerica Inc. Wt,NYSE,2015-11-20
CMBS,Ishares Cmbs Etf,NYSE Arca,2015-11-20
CMC,Commercial Metals Co.,NYSE,2015-11-20
CMCM,Cheetah Mobile Inc ADR,NYSE,2015-11-20
CMCO,Columbus McKinnon Corp. (NY),NASDAQ,2015-11-20
CMCSA,Comcast Corp,NASDAQ,2015-11-20
CMCSK,Comcast Corp,NASDAQ,2015-11-20
CMCT,CIM Commercial Trust Corp,NASDAQ,2015-11-20
CMD,ProShares UltraShort Bloomberg Commodity,NYSE Arca,2015-11-20
CMDT,iShares Commodity Optimized Trust,NYSE Arca,2015-11-20
CME,CME Group Inc,NASDAQ,2015-11-20
CMF,iShares California AMT-Free Mu,NYSE Arca,2015-11-20
CMFN,CM Finance Inc,NASDAQ,2015-11-20
CMG,Chipotle Mexican Grill,NYSE,2015-11-20
CMI,Cummins Inc.,NYSE,2015-11-20
CMLP,Crestwood Midstream Partners LP Com Units Repstg Ltd Partner Int,NYSE,2015-09-30
CMLS,Cumulus Media Inc.,NASDAQ,2015-11-20
CMN,Cantel Medical Corp,NYSE,2015-11-20
CMO,Capstead Mortgage,NYSE,2015-11-20
CMO.P.E,Capstead Mortgage Corp Pfd.,NYSE,2015-11-20
CMP,Compass Minerals International Inc,NYSE,2015-11-20
CMPR,Cimpress NV,NASDAQ,2015-11-20
CMRE,Costamare Inc.,NYSE,2015-11-20
CMRE.P.B,Costamare Inc. 7.625% Ser B Cum Red Perp Pfd Stk,NYSE,2015-11-20
CMRE.P.C,Costamare Inc. Perp Pfd Ser C,NYSE,2015-11-20
CMRE.P.D,Costamare Inc. 8.75% Cum Red Perp Pfd Ser D,NYSE,2015-11-20
CMRX,Chimerix Inc.,NASDAQ,2015-11-20
CMS,CMS Energy Corp,NYSE,2015-11-20
CMS.P.B,Consumers Energy Co. $4.50 Pfd.,NYSE,2015-11-20
CMT,Core Molding Technologies Inc.,NYSE MKT,2015-11-20
CMTL,Comtech Telecommunications Corp.,NASDAQ,2015-11-20
CMU,MFS High Yield Municipal Trust,NYSE,2015-11-20
CN,Deutsche X-trackers MSCI All China Eq,NYSE Arca,2015-11-20
CNA,CNA Financial Corp.,NYSE,2015-11-20
CNAT,Conatus Pharmaceuticals Inc,NASDAQ,2015-11-20
CNBKA,Century Bancorp Inc. (MA),NASDAQ,2015-11-20
CNC,Centene Corp,NYSE,2015-11-20
CNCE,Concert Pharmaceuticals Inc,NASDAQ,2015-11-20
CNCO,Cencosud SA ADR (Sponsored),NYSE,2015-11-20
CNCR,ETF Series Solutions Loncar Cancer Immunotherapy ETF,NASDAQ,2015-11-20
CNDA,IQ Canada Small Cap ETF,NYSE Arca,2015-11-20
CNET,ChinaNet Online Holdings Inc.,NASDAQ,2015-11-20
CNFR,Conifer Holdings Inc,NASDAQ,2015-11-20
CNHI,CNH Industrial N.V.,NYSE,2015-11-20
CNHX,CSOP ETF Trust MSCI China A Intl Hedged ETF,NYSE Arca,2015-11-20
CNI,Canadian National Railway Co.,NYSE,2015-11-20
CNIT,China Information Technology Inc BVI,NASDAQ,2015-11-20
CNK,Cinemark Holdings Inc.,NYSE,2015-11-20
CNL,Cleco Corp.,NYSE,2015-11-20
CNLM,CB Pharma Acquisition Corp,NASDAQ,2015-11-10
CNLMR,CB Pharma Acquisition Corp Rt,NASDAQ,2015-11-17
CNLMU,CB Pharma Acquisition Corp Unit 1 Com 1 Wt Exp & 1 Rt,NASDAQ,2015-11-09
CNLMW,CB Pharma Acquisition Corp Warrants,NASDAQ,2015-11-02
CNMD,Conmed Corp.,NASDAQ,2015-11-20
CNNX,CONE Midstream Partners LP Com Unit Repstg Ltd Partnership Int,NYSE,2015-11-20
CNO,CNO Financial Group,NYSE,2015-11-20
CNOB,ConnectOne Bancorp Inc (New),NASDAQ,2015-11-20
CNP,"CenterPoint Energy, Inc",NYSE,2015-11-20
CNQ,Canadian Natural Resources Ltd.,NYSE,2015-11-20
CNR,China Metro-Rural Holdings Ltd,NYSE MKT,2015-11-20
CNS,Cohen & Steers Inc,NYSE,2015-11-20
CNSL,Consolidated Communications Holdings Inc,NASDAQ,2015-11-20
CNTF,China TechFaith Wireless Communication Technology Ltd.,NASDAQ,2015-11-20
CNTR,PowerShares Contrarian Opportunities ETF,NYSE Arca,2015-11-13
CNTY,Century Casinos Inc.,NASDAQ,2015-11-20
CNV,Cnova N.V.,NASDAQ,2015-11-20
CNW,Con-way Inc.,NYSE,2015-10-29
CNX,CONSOL Energy Inc,NYSE,2015-11-20
CNXC,CNX Coal Resources LP,NYSE,2015-11-20
CNXR,Connecture Inc,NASDAQ,2015-11-20
CNXT,Market Vectors ETF Trust ChinaAMC SME-ChiNext ETF,NYSE Arca,2015-11-20
CNY,Morgan Stanley Market Vectors Renminbi/USD ETN,NYSE Arca,2015-11-20
CNYD,China Yida Holding Co.,NASDAQ,2015-11-20
CO,China Cord Blood Corp.,NYSE,2015-11-20
COB,CommunityOne Bancorp,NASDAQ,2015-11-20
COBO,ProShares USD Covered Bond ETF,NYSE Arca,2015-11-19
COBZ,CoBiz Financial Inc,NASDAQ,2015-11-20
CODI,Compass Diversified Holdings,NYSE,2015-11-20
COF,Capital One Financial Corp.,NYSE,2015-11-20
COF.P.C,Capital One Financial Corp Dep Shs Repstg 1/40th Int Perp Pfd Ser C %,NYSE,2015-11-20
COF.P.D,Capital One Financial Corp Dep Shs Repstg 1/40th Int Perp Pfd Ser D,NYSE,2015-11-20
COF.P.F,Capital One Financial Corp Dep Shs Repstg 1/40th Int Fxd Rate Non-Cum Perp Pfd Ser F,NYSE,2015-11-20
COF.P.P,Capital One Financial Corp Pfd.,NYSE,2015-11-20
COF.WS,Capital One Financial Corp. Wt,NYSE,2015-11-20
COG,Cabot Oil & Gas Corp.,NYSE,2015-11-20
COH,Coach Inc.,NYSE,2015-11-20
COHR,Coherent Inc.,NASDAQ,2015-11-20
COHU,Cohu Inc.,NASDAQ,2015-11-20
COKE,Coca-Cola Bottling Co. Consolidated,NASDAQ,2015-11-20
COL,Rockwell Collins Inc.,NYSE,2015-11-20
COLB,Columbia Banking System Inc.,NASDAQ,2015-11-20
COLL,Collegium Pharmaceuticals Inc,NASDAQ,2015-11-20
COLM,Columbia Sportswear Co.,NASDAQ,2015-11-20
COMM,CommScope Holding Co. Inc.,NASDAQ,2015-11-20
COMT,iShares Commodities Select Strategy ETF,NASDAQ,2015-11-20
CONE,CyrusOne Inc,NASDAQ,2015-11-20
CONN,Conn's Inc.,NASDAQ,2015-11-20
COO,Cooper Cos.,NYSE,2015-11-20
COOL,Majesco Entertainment Co.,NASDAQ,2015-11-20
COP,ConocoPhillips,NYSE,2015-11-20
COPX,Global X Copper Miners ETF,NYSE Arca,2015-11-20
COR,CoreSite Realty,NYSE,2015-11-20
COR.P.A,CoreSite Realty Corp Pfd.,NYSE,2015-11-20
CORE,Core Mark Holding Co Inc,NASDAQ,2015-11-20
CORI,Corium International Inc,NASDAQ,2015-11-20
CORN,Teucrium Corn ETF,NYSE Arca,2015-11-20
CORP,PIMCO Investment Grade Corporate Bd ETF,NYSE Arca,2015-11-20
CORR,CorEnergy Infrastructure Trust Inc,NYSE,2015-11-20
CORR.P.A,CorEnergy Infrastructure Trust Inc Depositary Sh Repstg 1/100th 7.375% Pfd Ser A,NYSE,2015-11-20
CORT,Corcept Therapeutics Incorporated,NASDAQ,2015-11-20
COSI,COSI Inc,NASDAQ,2015-11-20
COST,Costco Wholesale Corp,NASDAQ,2015-11-20
COT,Cott Corp. (Quebec),NYSE,2015-11-20
COTY,Coty,NYSE,2015-11-20
COUP,Coupons.com Inc,NYSE,2015-10-20
COVS,Covisint Corp,NASDAQ,2015-11-20
COW,iPath® Bloomberg Livestock SubTR ETN,NYSE Arca,2015-11-20
COWN,Cowen Group Inc.,NASDAQ,2015-11-20
COWNL,Cowen Group Inc 8.250% Sr Nt 10/15/2021,NASDAQ,2015-11-19
COYN,COPsync Inc,NASDAQ,2015-11-20
COYNW,COYNW,NASDAQ,2015-11-20
CP,Canadian Pacific Railway Ltd,NYSE,2015-11-20
CPA,Copa Holdings S.A. Cl A,NYSE,2015-11-20
CPAC,Cementos Pacasmayo S.A.A. (Peru) ADR,NYSE,2015-11-20
CPAH,CounterPath Corp,NASDAQ,2015-11-20
CPB,Campbell Soup Co.,NYSE,2015-11-20
CPE,Callon Petroleum,NYSE,2015-11-20
CPE.P.A,Callon Petroleum Co Pfd.,NYSE,2015-11-20
CPER,United States Copper Index,NYSE Arca,2015-11-20
CPF,Central Pacific Financial Corp,NYSE,2015-11-20
CPG,CRESCENT POINT EN,NYSE,2015-11-20
CPGX,CPGX,NYSE,2015-11-20
CPHC,Canterbury Park Holding Corp.,NASDAQ,2015-11-20
CPHD,CEPHEID,NASDAQ,2015-11-20
CPHI,China Pharma Holdings,NYSE MKT,2015-11-20
CPHR,Cipher Pharmaceuticals Inc,NASDAQ,2015-11-20
CPI,IQ Real Return ETF,NYSE Arca,2015-11-20
CPIX,Cumberland Pharmaceuticals Inc.,NASDAQ,2015-11-20
CPK,Chesapeake Utilities Corp.,NYSE,2015-11-20
CPL,CPFL Energia S.A. ADS,NYSE,2015-11-20
CPLA,Capella Education Company,NASDAQ,2015-11-20
CPLP,Capital Product Partners L.P.,NASDAQ,2015-11-20
CPN,Calpine,NYSE,2015-11-20
CPPL,Columbia Pipeline Partners LP Com Unit Repstg Ltd Partner Ints,NYSE,2015-11-20
CPRT,Copart Inc.,NASDAQ,2015-11-20
CPRX,Catalyst Pharmaceuticals Inc,NASDAQ,2015-11-20
CPS,Cooper-Standard Holdings Inc.,NYSE,2015-11-20
CPSH,CPS Technologies Corp,NASDAQ,2015-11-19
CPSI,Computer Programs & Systems Inc,NASDAQ,2015-11-20
CPSS,Consumer Portfolio Services Inc.,NASDAQ,2015-11-20
CPST,Capstone Turbine Corp.,NASDAQ,2015-11-20
CPT,Camden Property Trust,NYSE,2015-11-20
CPTA,Capitala Finance Corp,NASDAQ,2015-11-20
CPXX,Celator Pharmaceuticals Inc,NASDAQ,2015-11-20
CQH,Cheniere Energy Partners LP Holdings LLC,NYSE MKT,2015-11-20
CQP,Cheniere Energy Partners L P,NYSE MKT,2015-11-20
CQQQ,Guggenheim China Technology ETF,NYSE Arca,2015-11-20
CR,Crane Co.,NYSE,2015-11-20
CRAI,CRA International Inc.,NASDAQ,2015-11-20
CRAK,Market Vectors ETF Trust Oil Refiners ETF,NYSE Arca,2015-11-20
CRAY,Cray Inc.,NASDAQ,2015-11-20
CRBN,iShares Trust MSCI ACWI Low Carbon Target ETF,NYSE Arca,2015-11-20
CRBP,Corbus Pharmaceuticals Holdings Inc,NASDAQ,2015-11-20
CRBQ,Global Commodity Equity ETF,NYSE Arca,2015-11-20
CRC,California Resources Corp,NYSE,2015-11-20
CRCM,Care.com Inc,NYSE,2015-11-20
CRD.A,Crawford & Co.,NYSE,2015-11-20
CRD.B,Crawford & Co.,NYSE,2015-11-20
CRDC,Cardica Inc,NASDAQ,2015-11-20
CRDS,Crossroads Systems Inc,NASDAQ,2015-11-20
CRDT,WisdomTree Global Corporate Bond Fund,NASDAQ,2015-11-20
CRED,iShares Core US Credit Bond,NYSE Arca,2015-11-20
CREE,Cree Inc.,NASDAQ,2015-11-20
CREG,China Recycling Energy Corporation,NASDAQ,2015-11-20
CRESY,Cresud SA Comercial Industrial Financiera Y Agropecuaria Cres ADR (Sponsored),NASDAQ,2015-11-20
CRF,Cornerstone Total Return Fund Inc,NYSE MKT,2015-11-20
CRH,CRH Plc ADR,NYSE,2015-11-20
CRHM,CRHM,NYSE MKT,2015-11-20
CRI,Carters Inc.,NYSE,2015-11-20
CRIS,Curis Inc.,NASDAQ,2015-11-20
CRK,Comstock Resources Inc.,NYSE,2015-11-20
CRL,Charles River Laboratories International Inc.,NYSE,2015-11-20
CRM,Salesforce.com Inc.,NYSE,2015-11-20
CRMD,CorMedix Inc.,NYSE MKT,2015-11-20
CRME,Cardiome Pharma Corporation,NASDAQ,2015-11-20
CRMT,America's Car-Mart Inc,NASDAQ,2015-11-20
CRNT,Ceragon Networks Ltd.,NASDAQ,2015-11-20
CROC,ProShares UltraShort Australian Dollar Fund,NYSE Arca,2015-11-20
CROP,IQ Global Agribusiness Small Cap ETF,NYSE Arca,2015-11-20
CROX,Crocs Inc.,NASDAQ,2015-11-20
CRR,Carbo Ceramics Inc.,NYSE,2015-11-20
CRS,Carpenter Tech. Corp.,NYSE,2015-11-20
CRT,Cross Timbers Royalty Trust Units,NYSE,2015-11-20
CRTN,Cartesian Inc,NASDAQ,2015-11-20
CRTO,Criteo S.A. ADR (Sponsored),NASDAQ,2015-11-20
CRUS,Cirrus Logic Inc.,NASDAQ,2015-11-20
CRVL,CorVel Corp.,NASDAQ,2015-11-20
CRVP,Crystal Rock Holdings Inc.,NYSE MKT,2015-11-20
CRWN,Crown Media Holdings Inc.,NASDAQ,2015-11-20
CRWS,Crown Crafts Inc.,NASDAQ,2015-11-20
CRY,"CryoLife, Inc.",NYSE,2015-11-20
CRZO,Carrizo Oil & Gas Inc.,NASDAQ,2015-11-20
CS,Credit Suisse Group ADS,NYSE,2015-11-20
CSA,Compass EMP US Small Cap 500 Volatility Weighted I,NYSE,2015-11-20
CSAL,Communications Sales & Leasing Inc,NASDAQ,2015-11-20
CSB,Compass EMP US Small Cap High Dividend 100 Volatil,NASDAQ,2015-11-20
CSBK,Clifton Bancorp Inc,NASDAQ,2015-11-20
CSBR,Champions Oncology Inc.,NASDAQ,2015-11-18
CSC,Computer Sciences Corp.,NYSE,2015-11-20
CSC.W,Computer Sciences Corp.,NYSE,2015-11-20
CSCB,Credit Suisse AG,NYSE Arca,2015-11-20
CSCD,Cascade Microtech Inc.,NASDAQ,2015-11-20
CSCO,Cisco Systems Inc.,NASDAQ,2015-11-20
CSCR,Credit Suisse AG,NYSE Arca,2015-11-20
CSD,Guggenheim Spin-Off ETF,NYSE Arca,2015-11-20
CSF,Compass EMP U.S. Discovery 500 Enhanced Volatility,NASDAQ,2015-11-20
CSFL,Centerstate Banks Inc.,NASDAQ,2015-11-20
CSG,Chambers Street Properties,NYSE,2015-11-20
CSGP,CoStar Group Inc.,NASDAQ,2015-11-20
CSGS,CSG Systems International Inc.,NASDAQ,2015-11-20
CSH,Cash America International Inc.,NYSE,2015-11-20
CSI,Cutwater Select Income Fund Common,NYSE,2015-11-20
CSII,Cardiovascular Systems Inc.,NASDAQ,2015-11-20
CSIQ,Canadian Solar Inc.,NASDAQ,2015-11-20
CSJ,iShares 1-3 Year Credit Bond E,NYSE Arca,2015-11-20
CSL,Carlisle Cos. Inc.,NYSE,2015-11-20
CSLS,Credit Suisse Long/Short Liquid Index ETF,NYSE Arca,2015-11-20
CSLT,Castlight Health Inc,NYSE,2015-11-20
CSM,ProShares Large Cap Core Plus,NYSE Arca,2015-11-20
CSMA,Credit Suisse AGs ETN for Credit Suisse Merger Arbitrage Liquid Index,NYSE Arca,2015-11-20
CSOD,Cornerstone OnDemand Inc.,NASDAQ,2015-11-20
CSPI,CSP Inc,NASDAQ,2015-11-20
CSQ,Calamos Strategic Total Return Fund Com,NASDAQ,2015-11-20
CSRA.W,CSRA Inc,NYSE,2015-11-20
CSS,CSS Industries Inc.,NYSE,2015-11-20
CST,CST Brands Inc.,NYSE,2015-11-20
CSTE,CaeserStone Sdot-Yam Ltd,NASDAQ,2015-11-20
CSTM,Constellium Holdco BV,NYSE,2015-11-20
CSU,Capital Senior Living,NYSE,2015-11-20
CSUN,China Sunergy Co. Ltd.,NASDAQ,2015-11-20
CSV,Carriage Services Inc.,NYSE,2015-11-20
CSWC,Capital Southwest Corp.,NASDAQ,2015-11-20
CSWI,CSW Industrials Inc,NASDAQ,2015-11-20
CSWIV,,NASDAQ,2015-09-30
CSX,CSX Corp.,NYSE,2015-11-20
CTAS,Cintas Corp.,NASDAQ,2015-11-20
CTB,Cooper Tire & Rubber Co.,NYSE,2015-11-20
CTBI,Community Trust Bancorp Inc.,NASDAQ,2015-11-20
CTCM,CTC Media Inc,NASDAQ,2015-11-20
CTCT,Constant Contact Inc.,NASDAQ,2015-11-20
CTF,Nuveen Long/Short Commodity TR Fund,NYSE MKT,2015-11-20
CTG,Computer Task Group Inc.,NASDAQ,2015-11-20
CTHR,Charles & Colvard Ltd,NASDAQ,2015-11-20
CTIB,CTI Industries Corporation,NASDAQ,2015-11-19
CTIC,CTI BioPharma Corp,NASDAQ,2015-11-20
CTL,CenturyLink Inc.,NYSE,2015-11-20
CTLT,Catalent Inc,NYSE,2015-11-20
CTMX,CytomX Therapeutics Inc,NASDAQ,2015-11-20
CTNN,iPath Pure Beta Cotton ETN,NYSE Arca,2015-11-16
CTO,Consolidated-Tomoka Land Co.,NYSE MKT,2015-11-20
CTQ,Qwest Corp 7.375% Nt 06/01/2051,NYSE,2015-11-20
CTR,Clearbridge Energy MLP Total Return Fund Inc,NYSE,2015-11-20
CTRE,CareTrust REIT Inc,NASDAQ,2015-11-20
CTRL,Control4 Corp,NASDAQ,2015-11-20
CTRN,Citi Trends Inc,NASDAQ,2015-11-20
CTRP,Ctrip.com International Ltd.,NASDAQ,2015-11-20
CTRV,CONTRAVIR PHARMS INC,NASDAQ,2015-11-20
CTS,CTS Corp.,NYSE,2015-11-20
CTSH,Cognizant Technology Solutions Corp.,NASDAQ,2015-11-20
CTSO,Cytosorbents Corp,NASDAQ,2015-11-20
CTT,Catchmark Timber Trust Inc,NYSE,2015-11-20
CTU,Qwest Corp 7% PREF 01/07/52,NYSE,2015-11-20
CTV,Qwest Corp 6.875% Nt 10/01/2054,NYSE,2015-11-20
CTW,Qwest Corp Pfd.,NYSE,2015-11-20
CTWS,Connecticut Water Service Inc.,NASDAQ,2015-11-20
CTX,Qwest Corporation 7.00% Notes Due 2052,NYSE,2015-11-20
CTXS,Citrix Systems Inc.,NASDAQ,2015-11-20
CTY,Qwest Corp 6.125% Nt,NYSE,2015-11-20
CTZ,Qwest Corp 6.625% Notes 2055,NYSE,2015-11-20
CU,First Trust ISE Global Copper Index Fund,NASDAQ,2015-11-20
CUB,Cubic Corp.,NYSE,2015-11-20
CUBA,Herzfeld Caribbean Basin Fund Inc.,NASDAQ,2015-11-20
CUBE,CubeSmart,NYSE,2015-11-20
CUBE.P.A,Cubesmart 7.75% Ser A,NYSE,2015-11-20
CUBI,Customers Bancorp Inc,NASDAQ,2015-11-20
CUBI.P.C,Customers Bancorp Inc Perp Pfd Ser C 7% Fixed/Fltg,NYSE,2015-11-20
CUBN,COMMERCE UNION BNCSHS,NASDAQ,2015-11-19
CUBS,Customers Bancorp Inc 6.375% Sr Nt 07/31/2018,NASDAQ,2015-11-20
CUDA,Barracuda Networks Inc,NYSE,2015-11-20
CUI,CUI Global Inc.,NASDAQ,2015-11-20
CUK,Carnival Plc ADR,NYSE,2015-11-20
CUNB,CU Bancorp,NASDAQ,2015-11-20
CUO,Continental Materials Corp.,NYSE MKT,2015-11-20
CUPM,iPath Pure Beta Copper ETN,NYSE Arca,2015-11-20
CUR,Neuralstem Inc,NYSE MKT,2015-11-20
CURE,Direxion Daily Healthcare Bull 3X ETF,NYSE Arca,2015-11-20
CUT,Guggenheim Timber ETF,NYSE Arca,2015-11-20
CUTR,Cutera Inc.,NASDAQ,2015-11-20
CUZ,Cousins Properties Inc.,NYSE,2015-11-20
CVA,Covanta Holding,NYSE,2015-11-20
CVB,Lehman ABS 7.75% CorTS Kinder Deb-Bkd Series 2002-6,NYSE,2015-11-20
CVBF,CVB Financial Corp.,NASDAQ,2015-11-20
CVC,Cablevision Systems Corp.,NYSE,2015-11-20
CVCO,Cavco Industries Inc.,NASDAQ,2015-11-20
CVCY,Central Valley Community Bancorp,NASDAQ,2015-11-20
CVE,Cenovus Energy Inc.,NYSE,2015-11-20
CVEO,Civeo Corp,NYSE,2015-11-20
CVG,Convergys Corp.,NYSE,2015-11-20
CVGI,Commercial Vehicle Group Inc.,NASDAQ,2015-11-20
CVGW,Calavo Growers Inc.,NASDAQ,2015-11-20
CVI,CVR Energy Inc,NYSE,2015-11-20
CVLT,CommVault Systems Inc.,NASDAQ,2015-11-20
