Ticker,Name,Exchange,Last Trade Date
RNVA,"Rennova Health, Inc.",NASDAQ,2015-11-20
RNWK,RealNetworks Inc.,NASDAQ,2015-11-20
ROAM,Lattice Strategies Trust Emerging Mkts Strategy ETF,NYSE Arca,2015-11-20
ROBO,Robo Global(TM) Robotics&Automation ETF,NASDAQ,2015-11-20
ROCK,Gibraltar Industries Inc.,NASDAQ,2015-11-20
RODI,Barclays Bank Plc Barclays Return On Disability ETN 2015,NYSE Arca,2015-10-30
RODM,Lattice Strategies Trust Developed Mkts (Ex-US) Strategy ETF,NYSE Arca,2015-11-20
ROG,Rogers Corp.,NYSE,2015-11-20
ROGS,Lattice Strategies Trust Global Small Cap Strategy ETF,NYSE Arca,2015-11-20
ROIA,Radio One Inc.,NASDAQ,2015-11-20
ROIAK,Radio One Inc.,NASDAQ,2015-11-20
ROIC,Retail Opportunity Investments Corp,NASDAQ,2015-11-20
ROIQ,ROI Acquisition Corp II,NASDAQ,2015-10-26
ROIQW,ROI Acquisition Corp II Wt Exp 2018,NASDAQ,2015-10-26
ROK,Rockwell Automation Inc.,NYSE,2015-11-20
ROKA,Roka BioScience Inc.,NASDAQ,2015-11-20
ROL,Rollins Inc.,NYSE,2015-11-20
ROLA,iPath Long Extended Russell 1000 TR Index ETN,NYSE Arca,2015-11-06
ROLL,RBC Bearings Inc,NASDAQ,2015-11-20
ROM,ProShares Ultra Technology,NYSE Arca,2015-11-20
ROOF,IQ US Real Estate Small Cap ETF,NYSE Arca,2015-11-20
ROP,Roper Technologies Inc,NYSE,2015-11-20
RORO,SSgA Active ETF Trust SPDR SSgA Risk Aware ETF,NYSE Arca,2015-11-16
ROSG,Rosetta Genomics Ltd.,NASDAQ,2015-11-20
ROST,Ross Stores Inc.,NASDAQ,2015-11-20
ROUS,Lattice Strategies Trust US Equity Strategy ETF,NYSE Arca,2015-11-18
ROVI,Rovi Corporation,NASDAQ,2015-11-20
ROX,Castle Brands,NYSE MKT,2015-11-20
ROYL,Royale Energy Inc.,NASDAQ,2015-11-20
ROYT,Pacific Coast Oil Trust Unit Ben Int,NYSE,2015-11-20
RP,RealPage Inc.,NASDAQ,2015-11-20
RPAI,Retail Properties of America Inc,NYSE,2015-11-20
RPAI.P.A,Retail Properties of America Inc 7.00% Ser A Cum Red Pfd Stk,NYSE,2015-11-20
RPD,Rapid7 Inc,NASDAQ,2015-11-20
RPG,Rydex ETF Trust S&P 500 Pure Growth ETF,NYSE Arca,2015-11-20
RPM,RPM International Inc (DE),NYSE,2015-11-20
RPRX,Repros Therapeutics Inc.,NASDAQ,2015-11-20
RPRXW,Repros Therapeutics Inc. Series A Warrant,NASDAQ,2015-11-17
RPRXZ,Repros Therapeutics Inc. Series B warrant,NASDAQ,2015-11-20
RPT,Ramco-Gershenson Properties Trust (MD),NYSE,2015-11-20
RPT.P.D,Ramco-Gershenson Properties Trust (MD) 7.25% Perp Pfd Conv Shs Ben Int Ser D,NYSE,2015-11-20
RPTP,Raptor Pharmaceutical Corp.,NASDAQ,2015-11-20
RPV,Rydex ETF Trust S&P 500 Pure Value ETF,NYSE Arca,2015-11-20
RPX,Columbia Large Cap Growth ETF,NYSE Arca,2015-11-20
RPXC,RPX Corporation,NASDAQ,2015-11-20
RQI,Cohen & Steers Quality Income Realty Fund Inc.,NYSE,2015-11-20
RRC,Range Resources Corp.,NYSE,2015-11-20
RRD,Donnelley (R.R.) & Son,NASDAQ,2015-11-20
RRF,WisdomTree Global Real Return Fund,NYSE Arca,2015-11-20
RRGB,Red Robin Gourmet Burgers Inc.,NASDAQ,2015-11-20
RRM,ML RUSSELL2000 MITTS,NASDAQ,2015-11-20
RRMS,Rose Rock Midstream L P,NYSE,2015-11-20
RRTS,Roadrunner Transportation Systems,NYSE,2015-11-20
RS,Reliance Steel & Aluminum Co.,NYSE,2015-11-20
RSCO,SPDR Russell Small Cap Completeness ETF,NYSE Arca,2015-11-20
RSE,Rouse Properties,NYSE,2015-11-20
RSG,Republic Services Inc.,NYSE,2015-11-20
RSO,Resource Capital Corp,NYSE,2015-11-20
RSO.P.A,Resource Capital Corp Pfd.,NYSE,2015-11-20
RSO.P.B,Resource Capital Corp Pfd.,NYSE,2015-11-20
RSO.P.C,Resource Capital Corp 8.625% Pfd Ser C,NYSE,2015-11-20
RSP,Rydex ETF Trust Rydex S&P Equal Weight ETF,NYSE Arca,2015-11-20
RSPP,RSP Permian Inc.,NYSE,2015-11-20
RST,Rosetta Stone,NYSE,2015-11-20
RSTI,Rofin-Sinar Technologies Inc.,NASDAQ,2015-11-20
RSX,Market Vectors® Russia ETF,NYSE Arca,2015-11-20
RSXJ,Market Vectors® Russia Small-Cap ETF,NYSE Arca,2015-11-20
RSYS,RadiSys Corporation,NASDAQ,2015-11-20
RT,Ruby Tuesday Inc.,NYSE,2015-11-20
RTEC,RUDOLPH TECH INC  ##,NYSE,2015-11-20
RTH,Market Vectors® Retail ETF,NYSE Arca,2015-11-20
RTIX,RTI Biologics Inc,NASDAQ,2015-11-20
RTK,Rentech Inc.,NASDAQ,2015-11-20
RTLA,iPath Long Extended Russell 2000 TR Index ETN,NYSE Arca,2015-11-06
RTM,Rydex ETF Trust Rydex S&P Equal Weight Materials ETF,NYSE Arca,2015-11-20
RTN,Raytheon Co.,NYSE,2015-11-20
RTR,RevenueShares ADR ETF,NYSE Arca,2015-11-20
RTRX,RETROPHIN INC,NASDAQ,2015-11-20
RTTR,Ritter Pharmaceuticals Inc,NASDAQ,2015-11-20
RUBI,Rubocom Project Inc,NYSE,2015-11-20
RUN,Sunrun Inc,NASDAQ,2015-11-20
RUSHA,Rush Enterprises Inc.,NASDAQ,2015-11-20
RUSHB,Rush Enterprises Inc.,NASDAQ,2015-11-20
RUSL,Direxion Daily Russia Bull 3X ETF,NYSE Arca,2015-11-20
RUSS,Direxion Daily Russia Bear 3X ETF,NYSE Arca,2015-11-20
RUTH,Ruth's Hospitality Group Inc,NASDAQ,2015-11-20
RVLT,Revolution Lighting Technologies Inc.,NASDAQ,2015-11-20
RVNC,Revance Therapeutics Inc,NASDAQ,2015-11-20
RVNU,Deutsche X-trackers Muni Infras Revn Bd,NYSE Arca,2015-11-20
RVP,Retractable Technologies Inc.,NYSE MKT,2015-11-20
RVSB,Riverview Bancorp Inc.,NASDAQ,2015-11-20
RVT,Royce Value Trust Inc.,NYSE,2015-11-20
RWC,RELM Wireless Corp.,NYSE MKT,2015-11-20
RWG,Columbia Select Large Cap Growth ETF,NYSE Arca,2015-11-20
RWJ,RevenueShares Small Cap ETF,NYSE Arca,2015-11-20
RWK,RevenueShares Mid Cap ETF,NYSE Arca,2015-11-20
RWL,RevenueShares Large Cap ETF,NYSE Arca,2015-11-20
RWLK,ReWalk Robotics Ltd.,NASDAQ,2015-11-20
RWM,ProShares Short Russell2000,NYSE Arca,2015-11-20
RWO,SPDR DJ Global Real Estate ETF,NYSE Arca,2015-11-20
RWR,SPDR DJ Wilshire REIT ETF,NYSE Arca,2015-11-20
RWT,Redwood Trust Inc.,NYSE,2015-11-20
RWV,RevenueShares NavellierOverall A-100 ETF,NYSE Arca,2015-11-20
RWW,RevenueShares Financials Sector ETF,NYSE Arca,2015-11-20
RWX,SPDR Dow Jones International Rel Est ETF,NYSE Arca,2015-11-20
RWXL,UBS AG London Branch Monthly Pay 2XLeveraged Traded Access Secs Etracs Lkd Dow Jones Ex US Select Real Estate Secs Index,NYSE Arca,2015-11-19
RXD,ProShares UltraShort Health Care,NYSE Arca,2015-11-20
RXDX,IGNYTA INC,NASDAQ,2015-11-20
RXI,iShares S&P Global Consumer Discretionary Sector Index Fund,NYSE Arca,2015-11-20
RXII,RXI Pharmaceuticals Corp (New),NASDAQ,2015-11-20
RXL,ProShares Ultra Health Care,NYSE Arca,2015-11-20
RXN,Rexnord,NYSE,2015-11-20
RY,Royal Bank of Canada,NYSE,2015-11-20
RY.P.S,Royal Bank Canada Dep Shs Repstg 1/40th Int Sh 5.5% Non-Cum Perp 1st Pfd Stk Ser C-1,NYSE,2015-11-20
RY.P.T,Royal Bank Canada Dep Shs Repstg 1/40th Int Sh 6.75% Fxd/Fltg Rate Com-Cum 1st Pfd Stk Ser C-2,NYSE,2015-11-20
RY.W,RY.W,NYSE,2015-11-05
RYAAY,Ryanair Holdings Plc ADR (Sponsored),NASDAQ,2015-11-20
RYAM,Rayonier Advanced Materials Inc.,NYSE,2015-11-20
RYE,Rydex ETF Trust Rydex S&P Equal Weight Energy ETF,NYSE Arca,2015-11-20
RYF,Rydex ETF Trust Rydex S&P Equal Weight Financial ETF,NYSE Arca,2015-11-20
RYH,Rydex ETF Trust Rydex S&P Equal Weight Health ETF,NYSE Arca,2015-11-20
RYI,Ryerson Holding Corp,NYSE,2015-11-20
RYJ,Guggenheim Raymond James SB-1 Equity,NYSE Arca,2015-11-20
RYL,Ryland Group Inc.,NYSE,2015-09-30
RYN,Rayonier Inc.,NYSE,2015-11-20
RYT,Rydex ETF Trust Rydex S&P Equal Weight Technology ETF,NYSE Arca,2015-11-20
RYU,Rydex ETF Trust Rydex S&P Equal Weight Utilities ETF,NYSE Arca,2015-11-20
RZA,Reinsurance Group of America Inc. 6.20%  Fixed to Floating Rate Sub Deb due 2042,NYSE,2015-11-20
RZG,Rydex ETF Trust S&P Smallcap 600 Pure Growth ETF,NYSE Arca,2015-11-20
RZV,Rydex ETF Trust S&P Smallcap 600 Pure Value ETF,NYSE Arca,2015-11-20
S,Sprint Corporation,NYSE,2015-11-20
SA,Seabridge Gold,NYSE,2015-11-20
SAA,ProShares Ultra SmallCap600,NYSE Arca,2015-11-20
SAAS,inContact Inc.,NASDAQ,2015-11-20
SABR,Sabre Corp,NASDAQ,2015-11-20
SAEX,SAExploration Holdings Inc,NASDAQ,2015-11-20
SAFM,Sanderson Farms Inc.,NASDAQ,2015-11-20
SAFT,Safety Insurance Group Inc.,NASDAQ,2015-11-20
SAGE,Sage Therapeutics Inc,NASDAQ,2015-11-20
SAGG,Direxion Daily Tot Bd Mkt Bear 1X ETF,NYSE Arca,2015-11-19
SAH,Sonic Automotive Inc.,NYSE,2015-11-20
SAIA,Saia Inc.,NASDAQ,2015-11-20
SAIC,Science Applications International Corporation,NYSE,2015-11-20
SAJA,Sajan Inc.,NASDAQ,2015-11-20
SAL,Salisbury Bancorp Inc.,NASDAQ,2015-11-20
SALE,RetailMeNot Inc.,NASDAQ,2015-11-20
SALM,Salem Media Group Inc.,NASDAQ,2015-11-20
SALT,Scorpio Bulkers Inc,NYSE,2015-11-20
SAM,Boston Beer Co. Cl A,NYSE,2015-11-20
SAMG,Silvercrest Asset Management Group Inc,NASDAQ,2015-11-20
SAN,Banco Santander SA ADR,NYSE,2015-11-20
SAN.P.A,Santander Finance Preferred SA Unipersonal 6.8% Non Cum Gtd Pfd Secs Ser 4,NYSE,2015-11-20
SAN.P.B,Santander Finance Preferred SA Unipersonal GTD Pfd Secs Ser 6 Fltg Rate,NYSE,2015-11-20
SAN.P.C,Santander Finance Preferred SA Unipersonal 6.50% GTD Pfd Secs Ser 5,NYSE,2015-11-20
SAN.P.I,Santander Finance Preferred SA Unipersonal 6.41% Non Cum Gtd Pfd Secs Ser 1,NYSE,2015-11-20
SAND,Sandstorm Gold Ltd.,NYSE MKT,2015-11-20
SANM,Sanmina Corporation,NASDAQ,2015-11-20
SANW,S&W Seed Company,NASDAQ,2015-11-20
SAP,SAP SE ADR (Sponsored),NYSE,2015-11-20
SAQ,Saratoga Investment Corp 7.500% Sr Nt 05/31/2020,NYSE,2015-11-20
SAR,Saratoga Investment Corp,NYSE,2015-11-20
SASR,Sandy Spring Bancorp Inc,NASDAQ,2015-11-20
SATS,EchoStar  Corporation,NASDAQ,2015-11-20
SAUC,Diversified Restaurant Holdings Inc.,NASDAQ,2015-11-20
SAVE,Spirit Airlines Inc.,NASDAQ,2015-11-20
SB,Safe Bulkers,NYSE,2015-11-20
SB.P.B,Safe Bulkers Inc 8.00% Ser B Cum Red Perp Pfd,NYSE,2015-11-20
SB.P.C,Safe Bulkers Inc 8.00% Ser C Cum Red Perp Pfd,NYSE,2015-11-20
SB.P.D,Safe Bulkers Inc 8.00% Ser D Cum Red Perp Pfd,NYSE,2015-11-20
SBAC,SBA Communications Corporation,NASDAQ,2015-11-20
SBB,ProShares Short SmallCap600,NYSE Arca,2015-11-19
SBBP,Strongbridge Biopharma plc,NASDAQ,2015-11-20
SBBX,Sussex Bancorp,NASDAQ,2015-11-20
SBCF,Seacoast Banking Corp. of Florida,NASDAQ,2015-11-20
SBCP,Sunshine Bancorp Inc,NASDAQ,2015-11-20
SBEU,ETFs Trust Diversified Factor Developed Europe Index Fd,NYSE Arca,2015-11-19
SBFG,SB Financial Group Inc,NASDAQ,2015-11-20
SBFGP,SB Financial Group Inc Dep Shs Repstg 1/100th Int Perp Pfd Ser A 6.50%,NASDAQ,2015-11-20
SBGI,Sinclair Broadcast Group Inc.,NASDAQ,2015-11-20
SBGL,Sibanye Gold Ltd,NYSE,2015-11-20
SBH,Sally Beauty,NYSE,2015-11-20
SBI,Western Asset Intermediate Muni Fd Inc.,NYSE MKT,2015-11-20
SBIO,ALPS ETF Trust Medical Breakthroughs ETF,NYSE Arca,2015-11-20
SBLK,Star Bulk Carriers Corp.,NASDAQ,2015-11-20
SBLKL,Star Bulk Carriers Corp 8.00% Sr Nts 2019,NASDAQ,2015-11-20
SBM,ProShares Short Basic Materials,NYSE Arca,2015-11-20
SBNA,Scorpio Tankers Inc. 6.750% Nt 05/15/2020,NYSE,2015-11-20
SBNB,Scorpio Tankers Inc. 7.5% Sr Nt 10/15/2017,NYSE,2015-11-20
SBND,DB 3x Short 25+ Year Treasury Bond ETN,NYSE Arca,2015-11-20
SBNY,Signature Bank,NASDAQ,2015-11-20
SBNYW,Signature Bank Warrant,NASDAQ,2015-11-19
SBOT,Stellar Biotechnologies Inc,NASDAQ,2015-11-20
SBR,Sabine Royalty Trust Units Ben. Int.,NYSE,2015-11-20
SBRA,Sabra Health Care REIT Inc,NASDAQ,2015-11-20
SBRAP,Sabra Health Care REIT Inc 7.125% Pfd Ser A,NASDAQ,2015-11-20
SBS,SABESP - Companhia de Saneamento Basico do Estado de Sao Pau ADR (Sponsored),NYSE,2015-11-20
SBSA,Spanish Broadcasting System Inc.,NASDAQ,2015-11-20
SBSI,Southside Bancshares Inc.,NASDAQ,2015-11-20
SBUS,ETFs Trust Diversified Factor US Large Cap Index Fd,NYSE Arca,2015-11-20
SBUX,Starbucks Corp.,NASDAQ,2015-11-20
SBV,iPath Pure Beta S&P GSCI-Weighted ETN,NYSE Arca,2015-11-20
SBW,Western Asset Worldwide Income Common,NYSE,2015-11-20
SBY,Silver Bay Realty Trust Corp,NYSE,2015-11-20
SC,Santander Consumer USA Holdings Inc,NYSE,2015-11-20
SCAI,Surgical Care Affiliates Inc,NASDAQ,2015-11-20
SCC,ProShares UltraShort Consumer Services,NYSE Arca,2015-11-19
SCCO,Southern Copper Corp,NYSE,2015-11-20
SCD,LMP Capital & Income Fund,NYSE,2015-11-20
SCE.P.B,Southern California Edison Co. 4.08% pfd,NYSE MKT,2015-11-20
SCE.P.C,Southern California Edison Co. 4.24% pfd,NYSE MKT,2015-11-19
SCE.P.D,Southern California Edison Co. 4.32% pfd,NYSE MKT,2015-11-20
SCE.P.E,Southern California Edison Co. 4.78% pfd,NYSE MKT,2015-11-20
SCE.P.F,Southern California Edison Trust I Tr Pref Secs,NYSE,2015-11-20
SCE.P.G,SCE Trust II 5.10% Tr Pfd Secs,NYSE,2015-11-20
SCE.P.H,SCE Trust III 5.75% Fxd/Fltg Rate Tr Pfd Secs,NYSE,2015-11-20
SCE.P.J,SCE Trust IV 5.375% Fixed-To-Fltg Rate Tr Pfd Secs,NYSE,2015-11-20
SCG,SCANA Corp,NYSE,2015-11-20
SCHA,Schwab U.S. Small-Cap ETF,NYSE Arca,2015-11-20
SCHB,Schwab U.S. Broad Market Etf,NYSE Arca,2015-11-20
SCHC,Schwab International Small-Cap Equity ETF,NYSE Arca,2015-11-20
SCHD,Schwab US Dividend Equity ETF,NYSE Arca,2015-11-20
SCHE,Schwab Emerging Markets Equity ETF,NYSE Arca,2015-11-20
SCHF,FTSE Developed ex-US ETF,NYSE Arca,2015-11-20
SCHG,Schwab U.S. Large -Cap Growth ETF,NYSE Arca,2015-11-20
SCHH,Schwab U.S. REIT ETF,NYSE Arca,2015-11-20
SCHL,Scholastic Corp.,NASDAQ,2015-11-20
SCHM,Schwab U.S. Mid-Cap ETF,NYSE Arca,2015-11-20
SCHN,Schnitzer Steel Industries Inc.,NASDAQ,2015-11-20
SCHO,Barclays US 1-3 Year Treasury Bond ETF,NYSE Arca,2015-11-20
SCHP,Barclays US TIPS (Series L) ETF,NYSE Arca,2015-11-20
SCHR,Barclays US 3-10 Year Treasury Bond ETF,NYSE Arca,2015-11-20
SCHV,Schwab U.S. Large -Cap Value ETF,NYSE Arca,2015-11-20
SCHW,Charles Schwab Corp.,NYSE,2015-11-20
SCHW.P.B,Schwab (Charles) Corp. Dep Shs Repstg 1/40th Int Sh Non Cum Perp Pfd Stk (Cl B),NYSE,2015-11-20
SCHW.P.C,Schwab (Charles) Corp. Dep Shs Rpstg 1/40th Int 6% Non-Cum Perpetual Pfd Ser C,NYSE,2015-11-20
SCHX,Schwab U.S. Large-Cap ETF,NYSE Arca,2015-11-20
SCHZ,Barclays US Aggregate Bond ETF,NYSE Arca,2015-11-20
SCI,Service Corp. International,NYSE,2015-11-20
SCID,Global X Funds Scientific Beta Eur ETF,NYSE Arca,2015-11-20
SCIF,Market Vectors® Intermediate Muni ETF,NYSE Arca,2015-11-20
SCIJ,Global X Funds Scientific Beta Jpn ETF,NYSE Arca,2015-11-20
SCIN,EGShares India Small Cap ETF,NYSE Arca,2015-11-20
SCIU,Global X Funds Scientific Beta US ETF,NYSE Arca,2015-11-18
SCIX,Global X Funds Scientific Beta Asia Ex-Jpn ETF,NYSE Arca,2015-11-09
SCJ,Ishares Msci Japan Small-Cap Etf,NYSE Arca,2015-11-20
SCL,Stepan Co.,NYSE,2015-11-20
SCLN,SciClone Pharmaceuticals Inc.,NASDAQ,2015-11-20
SCM,Stellus Capital Investment Corp,NYSE,2015-11-20
SCMP,Sucampo Pharmaceuticals Inc.,NASDAQ,2015-11-20
SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE Arca,2015-11-20
SCON,Superconductor Technologies Inc.,NASDAQ,2015-11-20
SCOR,comScore Inc.,NASDAQ,2015-11-20
SCPB,SPDR Barclays Short Term Corpa,NYSE Arca,2015-11-20
SCQ,Stellus Capital Investment Corp 6.500% Nts 04/30/2019,NYSE,2015-11-20
SCS,Steelcase Inc.,NYSE,2015-11-20
SCSC,ScanSource Inc.,NASDAQ,2015-11-20
SCSS,Select Comfort Corporation,NASDAQ,2015-11-20
SCTO,Global X Funds Global X JPMorgan US Sector Rotator Index ETF,NYSE Arca,2015-11-20
SCTY,SolarCity Corporation,NASDAQ,2015-11-20
SCVL,Shoe Carnival Inc.,NASDAQ,2015-11-20
SCX,L.S. Starrett Co. Cl A,NYSE,2015-11-20
SCYX,SCYNEXIS Inc.,NASDAQ,2015-11-20
SCZ,iShares MSCI EAFE Small-Cap ET,NYSE Arca,2015-11-20
SD,SandRidge Energy,NYSE,2015-11-20
SDD,ProShares UltraShort SmallCap600,NYSE Arca,2015-11-20
SDEM,Global X Funds Global X SuperDividend Emerging Markets ETF,NYSE Arca,2015-11-20
SDIV,Global X SuperDividend(TM) ETF,NYSE Arca,2015-11-20
SDLP,Seadrill Partners LLC,NYSE,2015-11-20
SDOG,ALPS Sector Dividend Dogs ETF,NYSE Arca,2015-11-20
SDOW,ProShares UltraPro Short Dow30,NYSE Arca,2015-11-20
SDP,ProShares UltraShort Utilities,NYSE Arca,2015-11-20
SDPI,Superior Drilling Products Inc,NYSE MKT,2015-11-20
SDR,SandRidge Mississippian Trust II,NYSE,2015-11-20
SDRL,SeaDrill Ltd.,NYSE,2015-11-20
SDS,ProShares UltraShort S&P500,NYSE Arca,2015-11-20
SDT,SandRidge Mississippian Trust I,NYSE,2015-11-20
SDY,SPDR S&P Dividend ETF,NYSE Arca,2015-11-20
SDYL,UBS AG,NYSE Arca,2015-11-20
SE,Spectra Energy Corp,NYSE,2015-11-20
SEA,Guggenheim Shipping ETF,NYSE Arca,2015-11-20
SEAC,SeaChange International Inc.,NASDAQ,2015-11-20
SEAS,SeaWorld Entertainment,NYSE,2015-11-20
SEB,Seaboard Corp.,NYSE MKT,2015-11-20
SEDG,SolarEdge Technologies Inc,NASDAQ,2015-11-20
SEE,Sealed Air Corp.,NYSE,2015-11-20
SEED,Origin Agritech Limited,NASDAQ,2015-11-20
SEF,ProShares Short Financials,NYSE Arca,2015-11-20
SEIC,SEI Investments Co.,NASDAQ,2015-11-20
SEM,Select Medical Holdings,NYSE,2015-11-20
SEMG,SemGroup Corp,NYSE,2015-11-20
SEMI,Sunedison Semiconductor Ltd.,NASDAQ,2015-11-20
SENEA,Seneca Foods Corp.,NASDAQ,2015-11-20
SENEB,Seneca Foods Corp.,NASDAQ,2015-11-20
SEP,Spectra Energy Partners LP,NYSE,2015-11-20
SERV,ServiceMaster Global Holdings Inc,NYSE,2015-11-20
SEV,Sevcon Inc,NASDAQ,2015-11-20
SF,Stifel Financial Corp.,NYSE,2015-11-20
SFBC,Sound Financial Bancorp Inc,NASDAQ,2015-11-19
SFBS,ServisFirst Bancshares Inc.,NASDAQ,2015-11-20
SFE,Safeguard Scientifics Inc.,NYSE,2015-11-20
SFG,StanCorp Financial Group Inc,NYSE,2015-11-20
SFL,Ship Finance International Ltd.,NYSE,2015-11-20
SFLA,iPath Long Extended S&P 500 TR Index ETN,NYSE Arca,2015-11-20
SFLY,Shutterfly Inc.,NASDAQ,2015-11-20
SFM,Sprouts Farmers Market Inc,NASDAQ,2015-11-20
SFN,Stifel Financial Corp.,NYSE,2015-11-20
SFNC,Simmons First National Corporation,NASDAQ,2015-11-20
SFS,Smart & Final Stores Inc,NYSE,2015-11-20
SFST,Southern First Bancshares Inc.,NASDAQ,2015-11-20
SFUN,SouFun Holdings,NYSE,2015-11-20
SFXE,SFX Entertainment Inc.,NASDAQ,2015-11-20
SFY,Swift Energy Co.,NYSE,2015-11-20
SGA,Saga Communications Inc. Cl A,NYSE MKT,2015-11-20
SGAR,iPath Pure Beta Sugar ETN,NYSE Arca,2015-11-20
SGB,Southwest Georgia Financial Corp.,NYSE MKT,2015-11-20
SGBK,STONEGATE BANK (FL),NASDAQ,2015-11-20
SGC,Superior Uniform Group Inc.,NASDAQ,2015-11-20
SGDJ,ALPS ETF Trust Sprott Junior Gold Miners ETF,NYSE Arca,2015-11-20
SGDM,ALPS ETF Trust Sprott Gold Miners ETF,NYSE Arca,2015-11-20
SGEN,Seattle Genetics Inc.,NASDAQ,2015-11-20
SGF,Shore Gold Inc,NYSE,2015-11-20
SGG,iPath® Bloomberg Sugar SubTR ETN,NYSE Arca,2015-11-20
SGI,Silicon Graphics International Corp,NASDAQ,2015-11-20
SGL,Strategic Global Income Fund Inc,NYSE,2015-11-20
SGM,Stonegate Mortgage Corp,NYSE,2015-11-20
SGMA,SigmaTron International Inc.,NASDAQ,2015-11-20
SGMO,Sangamo BioSciences Inc.,NASDAQ,2015-11-20
SGMS,Scientific Games Corp,NASDAQ,2015-11-20
SGNL,Signal Genetics Inc,NASDAQ,2015-11-20
SGNT,Sagent Pharmaceuticals Inc.,NASDAQ,2015-11-20
SGOC,SGOCO Group Ltd,NASDAQ,2015-11-20
SGOL,ETFS Gold Trust,NYSE Arca,2015-11-20
SGRP,SPAR Group Inc.,NASDAQ,2015-11-20
SGRY,Surgery Partners Inc,NASDAQ,2015-11-20
SGU,Star Gas Partners L.P.,NYSE,2015-11-20
SGY,Stone Energy Corp.,NYSE,2015-11-20
SGYP,Synergy Pharmaceuticals Inc,NASDAQ,2015-11-20
SGYPU,Synergy Pharmaceuticals Inc Unit 2 Com & 1 Warrant Pur Com Exp,NASDAQ,2015-11-06
SGYPW,Synergy Pharmaceuticals Inc. Warrants,NASDAQ,2015-11-20
SGZA,Selective Insurance Group Inc 5.875% Sr Nt 02/09/2043,NYSE,2015-11-20
SH,ProShares Short S&P500,NYSE Arca,2015-11-20
SHAK,Shake Shack Inc,NYSE,2015-11-20
SHBI,Shore Bancshares Inc.,NASDAQ,2015-11-20
SHEN,Shenandoah Telecommunications Co.,NASDAQ,2015-11-20
SHG,Shinhan Financial Group Co. Ltd. ADS,NYSE,2015-11-20
SHI,Sinopec Shanghai Petrochemical Co. Ltd. ADS,NYSE,2015-11-20
SHIP,Seanergy Maritime Holdings Corp,NASDAQ,2015-11-20
SHLD,Sears Holdings Corp,NASDAQ,2015-11-20
SHLDW,Sears Holdings Corp Wt Pur Com 12/15/2019,NASDAQ,2015-11-20
SHLM,Schulman (A.) Inc.,NASDAQ,2015-11-20
SHLO,Shiloh Industries Inc.,NASDAQ,2015-11-20
SHLX,Shell Midstream Partners LP Unit Ltd Partnership Int,NYSE,2015-11-20
SHM,SPDR Nuveen Barclays ST Municipal Bd ETF,NYSE Arca,2015-11-20
SHO,Sunstone Hotel Investors Inc.,NYSE,2015-11-20
SHO.P.D,Sunstone Hotel Investors Inc. 8.00% Cum. Redeem. Pfd. Series D,NYSE,2015-11-19
SHOO,Madden (Steven) Ltd.,NASDAQ,2015-11-20
SHOP,Shopify Inc,NYSE,2015-11-20
SHOR,ShoreTel Inc.,NASDAQ,2015-11-20
SHOS,Sears Hometown and Outlet Stores Inc.,NASDAQ,2015-11-20
SHPG,Shire Plc (Jersey) ADR (Sponsored),NASDAQ,2015-11-20
SHV,iShares Short Treasury Bond ETF,NYSE Arca,2015-11-20
SHW,Sherwin-Williams Co.,NYSE,2015-11-20
SHY,iShares Trust Barclays 1-3 yr Treasury Bond Fund- ETF,NYSE Arca,2015-11-20
SHYD,Market Vectors ETF Trust Short High Yield Mun Index ETF,NYSE Arca,2015-11-20
SHYG,iShares Trust iShares 0-5 Yr High Yield Corp Bd ETF,NYSE Arca,2015-11-20
SIAL,Sigma-Aldrich Corp.,NASDAQ,2015-11-18
SIBC,State Investors Bancorp Inc.,NASDAQ,2015-11-18
SID,Companhia Siderurgica Nacional ADS,NYSE,2015-11-20
SIEB,Siebert Financial Corp.,NASDAQ,2015-11-19
SIEN,Sientra Inc,NASDAQ,2015-11-20
SIF,SIFCO Industries Inc.,NYSE MKT,2015-11-20
SIFI,SI Financial Group Inc (MD),NASDAQ,2015-11-20
SIFY,Sify Technologies Ltd,NASDAQ,2015-11-20
SIG,Signet Jewelers,NYSE,2015-11-20
SIGI,Selective Insurance Group Inc,NASDAQ,2015-11-20
SIGM,Sigma Designs Inc.,NASDAQ,2015-11-20
SIJ,ProShares UltraShort Industrials,NYSE Arca,2015-11-20
SIL,Silver Miners Etf,NYSE Arca,2015-11-20
SILC,Silicom Ltd.,NASDAQ,2015-11-20
SILJ,PureFunds(TM) ISE Junior Silver ETF,NYSE Arca,2015-11-20
SIM,Grupo Simec S.A. de C.V. ADS,NYSE MKT,2015-11-20
SIMO,Silicon Motion Technology Corp ADR Sponsored Repstg Shs,NASDAQ,2015-11-20
SINA,SINA Corporation,NASDAQ,2015-11-20
SINO,Sino-Global Shipping America Ltd.,NASDAQ,2015-11-20
SIPE,SPDR Series Trust Barclays 0-5 Yr TIPS ETFs,NYSE Arca,2015-11-20
SIR,Select Income Real Estate Investment Trust,NYSE,2015-11-20
SIRI,Sirius XM Radio Inc.,NASDAQ,2015-11-20
SIRO,Sirona Dental Systems Inc.,NASDAQ,2015-11-20
SITO,Sito Mobile Ltd,NASDAQ,2015-11-20
SIVB,SVB Financial Group,NASDAQ,2015-11-20
